"Kunde";"Bestelldatum";"Bestelldatum_Roh";"Bestellzeit";"Bestellnummer";"Zustelldatum";"Bestellübersicht";"Interne Tags"
"Emerson Renaldi -- Strawinskystr.";"Fr., 24.10.25 10:44";"Fr., 24.10.25";"10:44";"13133-250036093";"Mo., 27.10.25";"3";""
"Ringhotel Loew's Merkur";"Fr., 24.10.25 10:32";"Fr., 24.10.25";"10:32";"10901-250036092";"Mo., 27.10.25";"18";""
"CARE Vision Germany GmbH";"Fr., 24.10.25 10:17";"Fr., 24.10.25";"10:17";"10892-250036091";"Mo., 27.10.25";"3";""
"Pizz & Via";"Fr., 24.10.25 10:00";"Fr., 24.10.25";"10:00";"12604-250036090";"Mo., 27.10.25";"1";""
"Ludwigs Bar & Café";"Fr., 24.10.25 09:25";"Fr., 24.10.25";"09:25";"13263-250036089";"Sa., 25.10.25";"23";""
"OCHS Bauartikel GmbH";"Fr., 24.10.25 09:16";"Fr., 24.10.25";"09:16";"11719-250036088";"Mo., 27.10.25";"1";""
"Stiftung ear";"Fr., 24.10.25 09:00";"Fr., 24.10.25";"09:00";"13243-250036087";"Mo., 27.10.25";"4";""
"BERG Personalmanagement GmbH";"Fr., 24.10.25 08:48";"Fr., 24.10.25";"08:48";"10981-250036086";"Mo., 27.10.25";"2";""
"mach1 Club GmbH";"Fr., 24.10.25 06:34";"Fr., 24.10.25";"06:34";"11593-250036085";"Sa., 25.10.25";"20";""
"MAXIM KU-Depot";"Fr., 24.10.25 03:00";"Fr., 24.10.25";"03:00";"12683-250036084";"Fr., 24.10.25";"4";""
"MAXIM";"Fr., 24.10.25 02:59";"Fr., 24.10.25";"02:59";"10654-250036083";"Fr., 24.10.25";"63";""
"Galerie Ostermayr GmbH";"Fr., 24.10.25 01:29";"Fr., 24.10.25";"01:29";"13167-250036082";"Fr., 24.10.25";"7";""
"Boteco";"Fr., 24.10.25 01:02";"Fr., 24.10.25";"01:02";"13025-250036081";"Fr., 24.10.25";"8";""
"Gaststätte Park Central";"Fr., 24.10.25 00:39";"Fr., 24.10.25";"00:39";"10387-250036080";"Mi., 29.10.25";"7";""
"Pontiki 2";"Fr., 24.10.25 00:27";"Fr., 24.10.25";"00:27";"12294-250036079";"Fr., 24.10.25";"1";""
"Napizza Napolenta GbR Nürnberg";"Fr., 24.10.25 00:23";"Fr., 24.10.25";"00:23";"11204-250036078";"Fr., 24.10.25";"16";""
"Levantine SUAT SEKMEN";"Fr., 24.10.25 00:13";"Fr., 24.10.25";"00:13";"12048-250036077";"Fr., 24.10.25";"5";""
"Libbey";"Fr., 24.10.25 00:06";"Fr., 24.10.25";"00:06";"13608-250036076";"Fr., 24.10.25";"6";""
"Die Küche GbR";"Do., 23.10.25 23:42";"Do., 23.10.25";"23:42";"12839-250036075";"Fr., 24.10.25";"2";""
"Giannikis Gastronomie Delphi";"Do., 23.10.25 23:28";"Do., 23.10.25";"23:28";"10506-250036074";"Fr., 24.10.25";"8";""
"H4 street food GmbH";"Do., 23.10.25 23:16";"Do., 23.10.25";"23:16";"13702-250036073";"Fr., 24.10.25";"12";""
"Restaurant Mylos";"Do., 23.10.25 23:14";"Do., 23.10.25";"23:14";"11495-250036072";"Fr., 24.10.25";"17";""
"Cucina Italiana";"Do., 23.10.25 23:07";"Do., 23.10.25";"23:07";"12306-250036071";"Fr., 24.10.25";"3";""
"Holuc-Eat & Meet GmbH";"Do., 23.10.25 22:51";"Do., 23.10.25";"22:51";"14019-250036070";"Mo., 27.10.25";"1";""
"WonderWaffel Fürth";"Do., 23.10.25 22:48";"Do., 23.10.25";"22:48";"11119-250036069";"Fr., 24.10.25";"8";""
